ID,Label,Degree
2996,Node2997,1
2997,Node2998,2
2998,Node2999,1
2999,Node3000,1
3000,Node3001,1
3001,Node3002,1
3002,Node3003,1
3003,Node3004,1
3004,Node3005,1
3005,Node3006,1
3006,Node3007,75
3007,Node3008,1
3008,Node3009,1
3009,Node3010,1
3010,Node3011,1
3011,Node3012,1
3012,Node3013,1
3013,Node3014,2
3014,Node3015,2
3015,Node3016,1
3016,Node3017,4
3017,Node3018,2
3018,Node3019,1
3019,Node3020,1
3020,Node3021,1
3021,Node3022,1
3022,Node3023,30
3023,Node3024,1
3024,Node3025,1
3025,Node3026,4
3026,Node3027,2
3027,Node3028,1
3028,Node3029,1
3029,Node3030,1
3030,Node3031,1
3031,Node3032,1
3032,Node3033,1
3033,Node3034,1
3034,Node3035,1
3035,Node3036,4
3036,Node3037,1
3037,Node3038,3
3038,Node3039,2
3039,Node3040,1
3040,Node3041,2
3041,Node3042,3
3042,Node3043,1
3043,Node3044,2
3044,Node3045,1
3045,Node3046,1
3046,Node3047,1
3047,Node3048,1
3048,Node3049,2
3049,Node3050,1
3050,Node3051,1
3051,Node3052,2
3052,Node3053,1
3053,Node3054,1
3054,Node3055,1
3055,Node3056,1
3056,Node3057,1
3057,Node3058,3
3058,Node3059,1
3059,Node3060,1
3060,Node3061,1
3061,Node3062,1
3062,Node3063,35
3063,Node3064,1
3064,Node3065,1
3065,Node3066,1
3066,Node3067,1
3067,Node3068,1
3068,Node3069,1
3069,Node3070,1
3070,Node3071,2
3071,Node3072,1
3072,Node3073,2
3073,Node3074,2
3074,Node3075,1
3075,Node3076,1
3076,Node3077,1
3077,Node3078,7
3078,Node3079,1
3079,Node3080,2
3080,Node3081,1
3081,Node3082,1
3082,Node3083,1
3083,Node3084,2
3084,Node3085,1
3085,Node3086,3
3086,Node3087,2
3087,Node3088,3
3088,Node3089,1
3089,Node3090,1
3090,Node3091,1
3091,Node3092,1
3092,Node3093,20
3093,Node3094,1
3094,Node3095,1
3095,Node3096,1
3096,Node3097,1
3097,Node3098,8
3098,Node3099,1
3099,Node3100,1
3100,Node3101,1
3101,Node3102,3
3102,Node3103,1
3103,Node3104,1
3104,Node3105,1
3105,Node3106,1
3106,Node3107,1
3107,Node3108,1
3108,Node3109,1
3109,Node3110,1
3110,Node3111,1
3111,Node3112,4
3112,Node3113,1
3113,Node3114,3
3114,Node3115,1
3115,Node3116,7
3116,Node3117,1
3117,Node3118,2
3118,Node3119,1
3119,Node3120,1
3120,Node3121,2
3121,Node3122,1
3122,Node3123,1
3123,Node3124,1
3124,Node3125,1
3125,Node3126,2
3126,Node3127,1
3127,Node3128,1
3128,Node3129,1
3129,Node3130,1
3130,Node3131,1
3131,Node3132,1
3132,Node3133,1
3133,Node3134,1
3134,Node3135,1
3135,Node3136,1
3136,Node3137,2
3137,Node3138,1
3138,Node3139,1
3139,Node3140,1
3140,Node3141,1
3141,Node3142,1
3142,Node3143,3
3143,Node3144,1
3144,Node3145,1
3145,Node3146,1
3146,Node3147,1
3147,Node3148,2
3148,Node3149,1
3149,Node3150,10
3150,Node3151,1
3151,Node3152,1
3152,Node3153,1
3153,Node3154,2
3154,Node3155,2
3155,Node3156,1
3156,Node3157,1
3157,Node3158,4
3158,Node3159,1
3159,Node3160,2
3160,Node3161,2
3161,Node3162,4
3162,Node3163,1
3163,Node3164,1
3164,Node3165,1
3165,Node3166,1
3166,Node3167,5
3167,Node3168,1
3168,Node3169,1
3169,Node3170,1
3170,Node3171,1
3171,Node3172,1
3172,Node3173,1
3173,Node3174,2
3174,Node3175,2
3175,Node3176,1
3176,Node3177,1
3177,Node3178,2
3178,Node3179,1
3179,Node3180,1
3180,Node3181,1
3181,Node3182,1
3182,Node3183,2
3183,Node3184,1
3184,Node3185,1
3185,Node3186,1
3186,Node3187,1
3187,Node3188,2
3188,Node3189,1
3189,Node3190,1
3190,Node3191,1
3191,Node3192,1
3192,Node3193,1
3193,Node3194,1
3194,Node3195,2
3195,Node3196,1
3196,Node3197,1
3197,Node3198,2
3198,Node3199,1
3199,Node3200,1
3200,Node3201,1
3201,Node3202,1
3202,Node3203,1
3203,Node3204,5
3204,Node3205,1
3205,Node3206,1
3206,Node3207,1
3207,Node3208,1
3208,Node3209,1
3209,Node3210,2
3210,Node3211,1
3211,Node3212,1
3212,Node3213,1
3213,Node3214,1
3214,Node3215,2
3215,Node3216,1
3216,Node3217,1
3217,Node3218,1
3218,Node3219,1
3219,Node3220,1
3220,Node3221,1
3221,Node3222,1
3222,Node3223,1
3223,Node3224,2
3224,Node3225,1
3225,Node3226,1
3226,Node3227,1
3227,Node3228,1
3228,Node3229,1
3229,Node3230,1
3230,Node3231,2
3231,Node3232,1
3232,Node3233,1
3233,Node3234,2
3234,Node3235,1
3235,Node3236,1
3236,Node3237,2
3237,Node3238,1
3238,Node3239,1
3239,Node3240,1
3240,Node3241,1
3241,Node3242,1
3242,Node3243,1
3243,Node3244,6
3244,Node3245,22
3245,Node3246,2
3246,Node3247,1
3247,Node3248,1
3248,Node3249,1
3249,Node3250,1
3250,Node3251,1
3251,Node3252,2
3252,Node3253,1
3253,Node3254,1
3254,Node3255,2
3255,Node3256,1
3256,Node3257,1
3257,Node3258,1
3258,Node3259,1
3259,Node3260,1
3260,Node3261,1
3261,Node3262,5
3262,Node3263,1
3263,Node3264,29
3264,Node3265,1
3265,Node3266,1
3266,Node3267,1
3267,Node3268,4
3268,Node3269,2
3269,Node3270,2
3270,Node3271,1
3271,Node3272,1
3272,Node3273,1
3273,Node3274,4
3274,Node3275,1
3275,Node3276,1
3276,Node3277,1
3277,Node3278,1
3278,Node3279,1
3279,Node3280,2
3280,Node3281,1
3281,Node3282,2
3282,Node3283,1
3283,Node3284,1
3284,Node3285,1
3285,Node3286,2
3286,Node3287,1
3287,Node3288,5
3288,Node3289,1
3289,Node3290,1
3290,Node3291,2
3291,Node3292,1
3292,Node3293,1
3293,Node3294,1
3294,Node3295,1
3295,Node3296,1
3296,Node3297,1
3297,Node3298,1
3298,Node3299,1
3299,Node3300,1
3300,Node3301,10
3301,Node3302,1
3302,Node3303,4
3303,Node3304,1
3304,Node3305,2
3305,Node3306,1
3306,Node3307,1
3307,Node3308,1
3308,Node3309,1
3309,Node3310,1
3310,Node3311,1
3311,Node3312,1
3312,Node3313,1
3313,Node3314,1
3314,Node3315,3
3315,Node3316,2
3316,Node3317,3
3317,Node3318,1
3318,Node3319,1
3319,Node3320,1
3320,Node3321,1
3321,Node3322,1
3322,Node3323,2
3323,Node3324,1
3324,Node3325,1
3325,Node3326,7
3326,Node3327,2
3327,Node3328,4
3328,Node3329,1
3329,Node3330,1
3330,Node3331,1
3331,Node3332,1
3332,Node3333,1
3333,Node3334,1
3334,Node3335,4
3335,Node3336,2
3336,Node3337,1
3337,Node3338,1
3338,Node3339,1
3339,Node3340,1
3340,Node3341,2
3341,Node3342,1
3342,Node3343,1
3343,Node3344,1
3344,Node3345,2
3345,Node3346,1
3346,Node3347,4
3347,Node3348,1
3348,Node3349,1
3349,Node3350,3
3350,Node3351,1
3351,Node3352,2
3352,Node3353,1
3353,Node3354,1
3354,Node3355,17
3355,Node3356,1
3356,Node3357,1
3357,Node3358,1
3358,Node3359,3
3359,Node3360,1
3360,Node3361,1
3361,Node3362,1
3362,Node3363,1
3363,Node3364,10
3364,Node3365,2
3365,Node3366,1
3366,Node3367,3
3367,Node3368,1
3368,Node3369,1
3369,Node3370,6
3370,Node3371,1
3371,Node3372,1
3372,Node3373,1
3373,Node3374,1
3374,Node3375,3
3375,Node3376,1
3376,Node3377,6
3377,Node3378,1
3378,Node3379,6
3379,Node3380,1
3380,Node3381,1
3381,Node3382,1
3382,Node3383,1
3383,Node3384,1
3384,Node3385,7
3385,Node3386,1
3386,Node3387,4
3387,Node3388,2
3388,Node3389,3
3389,Node3390,1
3390,Node3391,1
3391,Node3392,1
3392,Node3393,1
3393,Node3394,1
3394,Node3395,1
3395,Node3396,1
3396,Node3397,1
3397,Node3398,1
3398,Node3399,1
3399,Node3400,1
3400,Node3401,1
3401,Node3402,3
3402,Node3403,1
3403,Node3404,1
3404,Node3405,1
3405,Node3406,1
3406,Node3407,1
3407,Node3408,49
3408,Node3409,1
3409,Node3410,1
3410,Node3411,1
3411,Node3412,1
3412,Node3413,1
3413,Node3414,1
3414,Node3415,1
3415,Node3416,1
3416,Node3417,1
3417,Node3418,1
3418,Node3419,4
3419,Node3420,1
3420,Node3421,1
3421,Node3422,1
3422,Node3423,1
3423,Node3424,1
3424,Node3425,1
3425,Node3426,2
3426,Node3427,4
3427,Node3428,2
3428,Node3429,1
3429,Node3430,1
3430,Node3431,1
3431,Node3432,1
3432,Node3433,1
3433,Node3434,1
3434,Node3435,1
3435,Node3436,2
3436,Node3437,1
3437,Node3438,1
3438,Node3439,1
3439,Node3440,1
3440,Node3441,1
3441,Node3442,1
3442,Node3443,1
3443,Node3444,1
3444,Node3445,1
3445,Node3446,1
3446,Node3447,1
3447,Node3448,1
3448,Node3449,1
3449,Node3450,1
3450,Node3451,1
3451,Node3452,1
3452,Node3453,1
3453,Node3454,2
3454,Node3455,1
3455,Node3456,1
3456,Node3457,2
3457,Node3458,1
3458,Node3459,1
3459,Node3460,1
3460,Node3461,1
3461,Node3462,1
3462,Node3463,1
3463,Node3464,3
3464,Node3465,1
3465,Node3466,1
3466,Node3467,1
3467,Node3468,1
3468,Node3469,1
3469,Node3470,1
3470,Node3471,1
3471,Node3472,1
3472,Node3473,5
3473,Node3474,1
3474,Node3475,1
3475,Node3476,1
3476,Node3477,1
3477,Node3478,1
3478,Node3479,1
3479,Node3480,1
3480,Node3481,1
3481,Node3482,1
3482,Node3483,1
3483,Node3484,1
3484,Node3485,4
3485,Node3486,1
3486,Node3487,1
3487,Node3488,1
3488,Node3489,1
3489,Node3490,1
3490,Node3491,1
3491,Node3492,6
3492,Node3493,1
3493,Node3494,1
3494,Node3495,2
3495,Node3496,1
3496,Node3497,1
3497,Node3498,1
3498,Node3499,14
3499,Node3500,2
3500,Node3501,1
3501,Node3502,1
3502,Node3503,1
3503,Node3504,1
3504,Node3505,1
3505,Node3506,1
3506,Node3507,2
3507,Node3508,5
3508,Node3509,1
3509,Node3510,1
3510,Node3511,1
3511,Node3512,1
3512,Node3513,1
3513,Node3514,1
3514,Node3515,1
3515,Node3516,1
3516,Node3517,1
3517,Node3518,1
3518,Node3519,3
3519,Node3520,2
3520,Node3521,1
3521,Node3522,1
3522,Node3523,1
3523,Node3524,1
3524,Node3525,1
3525,Node3526,1
3526,Node3527,1
3527,Node3528,1
3528,Node3529,1
3529,Node3530,1
3530,Node3531,1
3531,Node3532,37
3532,Node3533,1
3533,Node3534,1
3534,Node3535,3
3535,Node3536,4
3536,Node3537,1
3537,Node3538,1
3538,Node3539,1
3539,Node3540,2
3540,Node3541,1
3541,Node3542,1
3542,Node3543,1
3543,Node3544,1
3544,Node3545,1
3545,Node3546,1
3546,Node3547,2
3547,Node3548,1
3548,Node3549,1
3549,Node3550,1
3550,Node3551,1
3551,Node3552,4
3552,Node3553,1
3553,Node3554,1
3554,Node3555,1
3555,Node3556,1
3556,Node3557,1
3557,Node3558,1
3558,Node3559,1
3559,Node3560,5
3560,Node3561,1
3561,Node3562,1
3562,Node3563,1
3563,Node3564,2
3564,Node3565,1
3565,Node3566,1
3566,Node3567,1
3567,Node3568,4
3568,Node3569,1
3569,Node3570,1
3570,Node3571,1
3571,Node3572,1
3572,Node3573,1
3573,Node3574,11
3574,Node3575,1
3575,Node3576,1
3576,Node3577,1
3577,Node3578,1
3578,Node3579,1
3579,Node3580,1
3580,Node3581,2
3581,Node3582,4
3582,Node3583,1
3583,Node3584,1
3584,Node3585,2
3585,Node3586,1
3586,Node3587,1
3587,Node3588,1
3588,Node3589,9
3589,Node3590,2
3590,Node3591,1
3591,Node3592,1
3592,Node3593,3
3593,Node3594,1
3594,Node3595,1
3595,Node3596,1
3596,Node3597,1
3597,Node3598,1
3598,Node3599,2
3599,Node3600,2
3600,Node3601,1
3601,Node3602,1
3602,Node3603,1
3603,Node3604,1
3604,Node3605,1
3605,Node3606,1
3606,Node3607,3
3607,Node3608,7
3608,Node3609,3
3609,Node3610,1
3610,Node3611,1
3611,Node3612,2
3612,Node3613,1
3613,Node3614,5
3614,Node3615,1
3615,Node3616,7
3616,Node3617,1
3617,Node3618,1
3618,Node3619,1
3619,Node3620,1
3620,Node3621,1
3621,Node3622,2
3622,Node3623,1
3623,Node3624,1
3624,Node3625,1
3625,Node3626,2
3626,Node3627,1
3627,Node3628,2
3628,Node3629,1
3629,Node3630,1
3630,Node3631,1
3631,Node3632,1
3632,Node3633,1
3633,Node3634,1
3634,Node3635,2
3635,Node3636,1
3636,Node3637,1
3637,Node3638,2
3638,Node3639,1
3639,Node3640,2
3640,Node3641,1
3641,Node3642,3
3642,Node3643,2
3643,Node3644,1
3644,Node3645,1
3645,Node3646,1
3646,Node3647,1
3647,Node3648,1
3648,Node3649,1
3649,Node3650,1
3650,Node3651,1
3651,Node3652,2
3652,Node3653,1
3653,Node3654,1
3654,Node3655,1
3655,Node3656,1
3656,Node3657,1
3657,Node3658,1
3658,Node3659,1
3659,Node3660,1
3660,Node3661,1
3661,Node3662,17
3662,Node3663,1
3663,Node3664,1
3664,Node3665,1
3665,Node3666,1
3666,Node3667,1
3667,Node3668,1
3668,Node3669,1
3669,Node3670,1
3670,Node3671,1
3671,Node3672,1
3672,Node3673,1
3673,Node3674,6
3674,Node3675,1
3675,Node3676,1
3676,Node3677,1
3677,Node3678,1
3678,Node3679,2
3679,Node3680,1
3680,Node3681,1
3681,Node3682,2
3682,Node3683,1
3683,Node3684,1
3684,Node3685,1
3685,Node3686,1
3686,Node3687,1
3687,Node3688,1
3688,Node3689,2
3689,Node3690,2
3690,Node3691,2
3691,Node3692,1
3692,Node3693,1
3693,Node3694,3
3694,Node3695,1
3695,Node3696,1
3696,Node3697,4
3697,Node3698,1
3698,Node3699,1
3699,Node3700,1
3700,Node3701,1
3701,Node3702,1
3702,Node3703,1
3703,Node3704,1
3704,Node3705,1
3705,Node3706,1
3706,Node3707,2
3707,Node3708,2
3708,Node3709,1
3709,Node3710,1
3710,Node3711,1
3711,Node3712,1
3712,Node3713,1
3713,Node3714,1
3714,Node3715,2
3715,Node3716,2
3716,Node3717,1
3717,Node3718,17
3718,Node3719,1
3719,Node3720,1
3720,Node3721,1
3721,Node3722,1
3722,Node3723,1
3723,Node3724,1
3724,Node3725,1
3725,Node3726,1
3726,Node3727,93
3727,Node3728,8
3728,Node3729,2
3729,Node3730,2
3730,Node3731,1
3731,Node3732,1
3732,Node3733,1
3733,Node3734,1
3734,Node3735,1
3735,Node3736,1
3736,Node3737,1
3737,Node3738,1
3738,Node3739,1
3739,Node3740,2
3740,Node3741,1
3741,Node3742,2
3742,Node3743,1
3743,Node3744,1
3744,Node3745,4
3745,Node3746,1
3746,Node3747,1
3747,Node3748,1
3748,Node3749,1
3749,Node3750,3
3750,Node3751,1
3751,Node3752,1
3752,Node3753,1
3753,Node3754,1
3754,Node3755,1
3755,Node3756,4
3756,Node3757,1
3757,Node3758,1
3758,Node3759,1
3759,Node3760,1
3760,Node3761,1
3761,Node3762,1
3762,Node3763,1
3763,Node3764,1
3764,Node3765,1
3765,Node3766,1
3766,Node3767,1
3767,Node3768,4
3768,Node3769,1
3769,Node3770,1
3770,Node3771,1
3771,Node3772,1
3772,Node3773,1
3773,Node3774,1
3774,Node3775,1
3775,Node3776,1
3776,Node3777,1
3777,Node3778,1
3778,Node3779,4
3779,Node3780,1
3780,Node3781,1
3781,Node3782,1
3782,Node3783,1
3783,Node3784,2
3784,Node3785,1
3785,Node3786,1
3786,Node3787,1
3787,Node3788,1
3788,Node3789,4
3789,Node3790,1
3790,Node3791,1
3791,Node3792,1
3792,Node3793,1
3793,Node3794,1
3794,Node3795,1
3795,Node3796,1
3796,Node3797,1
3797,Node3798,1
3798,Node3799,1
3799,Node3800,1
3800,Node3801,2
3801,Node3802,1
3802,Node3803,1
3803,Node3804,5
3804,Node3805,2
3805,Node3806,1
3806,Node3807,2
3807,Node3808,1
3808,Node3809,3
3809,Node3810,1
3810,Node3811,1
3811,Node3812,1
3812,Node3813,1
3813,Node3814,2
3814,Node3815,1
3815,Node3816,2
3816,Node3817,1
3817,Node3818,1
3818,Node3819,1
3819,Node3820,1
3820,Node3821,1
3821,Node3822,1
3822,Node3823,1
3823,Node3824,1
3824,Node3825,1
3825,Node3826,5
3826,Node3827,1
3827,Node3828,1
3828,Node3829,2
3829,Node3830,1
3830,Node3831,1
3831,Node3832,1
3832,Node3833,1
3833,Node3834,1
3834,Node3835,1
3835,Node3836,1
3836,Node3837,1
3837,Node3838,1
3838,Node3839,1
3839,Node3840,1
3840,Node3841,3
3841,Node3842,2
3842,Node3843,1
3843,Node3844,1
3844,Node3845,1
3845,Node3846,1
3846,Node3847,3
3847,Node3848,1
3848,Node3849,1
3849,Node3850,1
3850,Node3851,1
3851,Node3852,1
3852,Node3853,1
3853,Node3854,3
3854,Node3855,1
3855,Node3856,1
3856,Node3857,2
3857,Node3858,1
3858,Node3859,1
3859,Node3860,1
3860,Node3861,1
3861,Node3862,1
3862,Node3863,1
3863,Node3864,1
3864,Node3865,1
3865,Node3866,1
3866,Node3867,1
3867,Node3868,42
3868,Node3869,1
3869,Node3870,1
3870,Node3871,2
3871,Node3872,2
3872,Node3873,1
3873,Node3874,2
3874,Node3875,1
3875,Node3876,1
3876,Node3877,2
3877,Node3878,3
3878,Node3879,3
3879,Node3880,1
3880,Node3881,10
3881,Node3882,2
3882,Node3883,1
3883,Node3884,1
3884,Node3885,1
3885,Node3886,1
3886,Node3887,1
3887,Node3888,1
3888,Node3889,1
3889,Node3890,1
3890,Node3891,1
3891,Node3892,1
3892,Node3893,1
3893,Node3894,2
3894,Node3895,1
3895,Node3896,2
3896,Node3897,1
3897,Node3898,1
3898,Node3899,1
3899,Node3900,1
3900,Node3901,8
3901,Node3902,3
3902,Node3903,1
3903,Node3904,6
3904,Node3905,1
3905,Node3906,1
3906,Node3907,1
3907,Node3908,2
3908,Node3909,1
3909,Node3910,1
3910,Node3911,6
3911,Node3912,1
3912,Node3913,1
3913,Node3914,2
3914,Node3915,1
3915,Node3916,5
3916,Node3917,1
3917,Node3918,2
3918,Node3919,1
3919,Node3920,1
3920,Node3921,4
3921,Node3922,1
3922,Node3923,1
3923,Node3924,1
3924,Node3925,1
3925,Node3926,1
3926,Node3927,5
3927,Node3928,1
3928,Node3929,1
3929,Node3930,1
3930,Node3931,1
3931,Node3932,1
3932,Node3933,1
3933,Node3934,1
3934,Node3935,3
3935,Node3936,1
3936,Node3937,1
3937,Node3938,1
3938,Node3939,1
3939,Node3940,2
3940,Node3941,1
3941,Node3942,2
3942,Node3943,111
3943,Node3944,1
3944,Node3945,1
3945,Node3946,1
3946,Node3947,1
3947,Node3948,1
3948,Node3949,7
3949,Node3950,1
3950,Node3951,2
3951,Node3952,1
3952,Node3953,1
3953,Node3954,1
3954,Node3955,1
3955,Node3956,1
3956,Node3957,1
3957,Node3958,4
3958,Node3959,1
3959,Node3960,1
3960,Node3961,1
3961,Node3962,2
3962,Node3963,1
3963,Node3964,1
3964,Node3965,1
3965,Node3966,1
3966,Node3967,2
3967,Node3968,1
3968,Node3969,1
3969,Node3970,1
3970,Node3971,1
3971,Node3972,1
3972,Node3973,1
3973,Node3974,1
3974,Node3975,2
3975,Node3976,1
3976,Node3977,1
3977,Node3978,2
3978,Node3979,1
3979,Node3980,2
3980,Node3981,1
3981,Node3982,2
3982,Node3983,1
3983,Node3984,1
3984,Node3985,1
3985,Node3986,1
3986,Node3987,3
3987,Node3988,1
3988,Node3989,1
3989,Node3990,1
3990,Node3991,1
3991,Node3992,1
3992,Node3993,1
3993,Node3994,1
3994,Node3995,1
3995,Node3996,1
3996,Node3997,1
3997,Node3998,3
3998,Node3999,2
3999,Node4000,1
